resource_path,relative_path,bundle_id,node_index,extension,size,sha256,manifest_sha256,manifest_hash_match,classification,classification_rule,classification_basis,stage2_validation_status
:/SettingsPage.qml,SettingsPage.qml,bundle_001,3,.qml,20700,e8979d4de135b908f82f2ff151ff6f39f343a4659a03ab24c8b6778e33eed822,e8979d4de135b908f82f2ff151ff6f39f343a4659a03ab24c8b6778e33eed822,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",verified
:/TrayIconMenu.qml,TrayIconMenu.qml,bundle_001,4,.qml,11181,dc32c1aa2a5974e66c742130db7911475ee87c661ad4286638e03190e9071bce,dc32c1aa2a5974e66c742130db7911475ee87c661ad4286638e03190e9071bce,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/TrayIconMenu.qml""]",verified
:/GuideWindow.qml,GuideWindow.qml,bundle_001,5,.qml,5689,9d349090cb767e43e1ae818fa40175bc1d36ddcabd4e360659ed16408255d94f,9d349090cb767e43e1ae818fa40175bc1d36ddcabd4e360659ed16408255d94f,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/GuideWindow.qml""]",verified
:/Component/SwitchView.qml,Component/SwitchView.qml,bundle_001,23,.qml,2852,9d9c00ef504f727c8c6beb8c0acaba1a624648654bb5f746222ceccc5a7b582e,9d9c00ef504f727c8c6beb8c0acaba1a624648654bb5f746222ceccc5a7b582e,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/Component/SwitchView.qml""]",rcc_valid_no_v2_match
:/Component/WindowTitleBar.qml,Component/WindowTitleBar.qml,bundle_001,24,.qml,12414,9ba0649227af804da29899965404efe6c3a26d8b9c42a97192e37c07fd4e819f,9ba0649227af804da29899965404efe6c3a26d8b9c42a97192e37c07fd4e819f,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/Component/WindowTitleBar.qml""]",rcc_valid_v2_hash_match_path_mismatch
:/DialogModule/DialogPanel.qml,DialogModule/DialogPanel.qml,bundle_001,20,.qml,21313,49b1e4812696606d479fb3ae1c2f7093178004f521b9629a00aea089d1deb660,49b1e4812696606d479fb3ae1c2f7093178004f521b9629a00aea089d1deb660,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_v2_hash_match_path_mismatch
:/DialogModule/ChatHistory.qml,DialogModule/ChatHistory.qml,bundle_001,21,.qml,9171,5432b04fc92595980f9e985b82bff877576fa8353ddbb13804ac39dc90960a9c,5432b04fc92595980f9e985b82bff877576fa8353ddbb13804ac39dc90960a9c,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_v2_hash_match_path_mismatch
:/DialogModule/MorePopup.qml,DialogModule/MorePopup.qml,bundle_001,22,.qml,4005,e38239156aae7bd0fbe18b16148aa329163d7d3309928a4e0a345d5e67311622,e38239156aae7bd0fbe18b16148aa329163d7d3309928a4e0a345d5e67311622,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_v2_hash_match_path_mismatch
:/MainView.qml,MainView.qml,bundle_001,8,.qml,32364,794ee9881ce5dd352381ec2b26c7cb6f6b91990ddf98fa00a6810d209292f1a8,794ee9881ce5dd352381ec2b26c7cb6f6b91990ddf98fa00a6810d209292f1a8,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_v2_hash_match_path_mismatch
:/Controls/PushButton.qml,Controls/PushButton.qml,bundle_001,12,.qml,2627,56f45f1d4d4a6ffc350cd63685eaeed8ef1e319c5e7644d53d80e6f04c173902,56f45f1d4d4a6ffc350cd63685eaeed8ef1e319c5e7644d53d80e6f04c173902,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/Controls/CustomToggleButton.qml,Controls/CustomToggleButton.qml,bundle_001,13,.qml,766,6f99b7f5da6a555a860097902fef20af2671c48900c60f38778d3fb472fd421d,6f99b7f5da6a555a860097902fef20af2671c48900c60f38778d3fb472fd421d,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/Controls/CustomRadioButton2.qml,Controls/CustomRadioButton2.qml,bundle_001,14,.qml,960,eb2b96befa2ccf9a3553cbc550218924e362067b4b66a1f6b1a43b6a3673e981,eb2b96befa2ccf9a3553cbc550218924e362067b4b66a1f6b1a43b6a3673e981,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/Controls/ImageButton.qml,Controls/ImageButton.qml,bundle_001,15,.qml,1484,f6d571386637bb85d63a8d74a1b977265eceee32eba18aa78e3351041fe26629,f6d571386637bb85d63a8d74a1b977265eceee32eba18aa78e3351041fe26629,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/Controls/CustomToolTip.qml,Controls/CustomToolTip.qml,bundle_001,16,.qml,1018,4c0d0a980c91bd0dadaadb5af304bdbf8560ae1be3ff4f1c438b7f3e11538cb8,4c0d0a980c91bd0dadaadb5af304bdbf8560ae1be3ff4f1c438b7f3e11538cb8,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/Controls/CustomSensitivitySlider1_New.qml,Controls/CustomSensitivitySlider1_New.qml,bundle_001,17,.qml,13182,b54d82f69ac995f81b3d1dd2b6e1ef3bbdcd726be9744959937276d85f22544b,b54d82f69ac995f81b3d1dd2b6e1ef3bbdcd726be9744959937276d85f22544b,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/Controls/CustomSensitivitySlider1_New.qml""]",rcc_valid_v2_hash_match_path_mismatch
:/Controls/CustomSensitivitySlider1.qml,Controls/CustomSensitivitySlider1.qml,bundle_001,18,.qml,11576,7c5ba0930264653e5e19b7ddaf37da360c4539777ab679e98bbb670fe765e3c4,7c5ba0930264653e5e19b7ddaf37da360c4539777ab679e98bbb670fe765e3c4,True,Rapoo device/shared,known_device_context_usage,"[""references device_list_HL/configure_Manager/kb_travelDistance_manager or device UI flow"", ""resource_path=:/Controls/CustomSensitivitySlider1.qml""]",rcc_valid_v2_hash_match_path_mismatch
:/Controls/SelectableText.qml,Controls/SelectableText.qml,bundle_001,19,.qml,847,e470ae727201254c2fbf61027b4cef92ade10aecda1e0c1aed08d39d4f743259,e470ae727201254c2fbf61027b4cef92ade10aecda1e0c1aed08d39d4f743259,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_no_v2_match
:/FontManager.qml,FontManager.qml,bundle_001,10,.qml,1235,5da31f73af22a50915ec154a9be5265025c190f05330ccb4dd5b1051df5b804a,5da31f73af22a50915ec154a9be5265025c190f05330ccb4dd5b1051df5b804a,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",rcc_valid_v2_hash_match_path_mismatch
:/updateWindow.qml,updateWindow.qml,bundle_001,11,.qml,7344,4edafa49f1155cf00eb762d1e6f1768fc719f4f413b4433c81aa04170b42798f,4edafa49f1155cf00eb762d1e6f1768fc719f4f413b4433c81aa04170b42798f,True,SmartKey AI core,authoritative_qml_bundle_and_role,"[""QML belongs to RCC bundle_001"", ""used by AI chat/settings/dialog/theme/control flow""]",verified
:/Font/oppo/OPPOSans-R.ttf,Font/oppo/OPPOSans-R.ttf,bundle_002,235,.ttf,10152780,ea92535935f8b5da18b64bb23e5ffbfef1417b7ae4ff3fc15372a65ee95a9580,ea92535935f8b5da18b64bb23e5ffbfef1417b7ae4ff3fc15372a65ee95a9580,True,font/image asset,file_type_and_path,"[""extension=.ttf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/oppo/OPPOSans-H.ttf,Font/oppo/OPPOSans-H.ttf,bundle_002,236,.ttf,2219752,cdfdaf7dbadaccdef6186cf806f50681016398065f97cd0dcadcb3a5398a502a,cdfdaf7dbadaccdef6186cf806f50681016398065f97cd0dcadcb3a5398a502a,True,font/image asset,file_type_and_path,"[""extension=.ttf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/oppo/OPPOSans-L.ttf,Font/oppo/OPPOSans-L.ttf,bundle_002,237,.ttf,2340400,78d34ffeb82e6890b470bcf34941f4ad22f15c49b59c43ac75fdeac390adc612,78d34ffeb82e6890b470bcf34941f4ad22f15c49b59c43ac75fdeac390adc612,True,font/image asset,file_type_and_path,"[""extension=.ttf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/oppo/OPPOSans-M.ttf,Font/oppo/OPPOSans-M.ttf,bundle_002,238,.ttf,10080628,44c41d8adcee4e2ae82ca9475204dc9f7945046df88da199bbeef82fc4106c59,44c41d8adcee4e2ae82ca9475204dc9f7945046df88da199bbeef82fc4106c59,True,font/image asset,file_type_and_path,"[""extension=.ttf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/oppo/OPPOSans-B.ttf,Font/oppo/OPPOSans-B.ttf,bundle_002,239,.ttf,9897168,b18bfbabca7af99e8dc12a1a834a5b98a0f69a1a081c972fb6b72cd807db4612,b18bfbabca7af99e8dc12a1a834a5b98a0f69a1a081c972fb6b72cd807db4612,True,font/image asset,file_type_and_path,"[""extension=.ttf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/barlow/Barlow-BlackItalic.otf,Font/barlow/Barlow-BlackItalic.otf,bundle_002,232,.otf,71992,cfef278898597416e9baa3a4951591726d66d990bd85d113420cdb0fcaad4ee5,cfef278898597416e9baa3a4951591726d66d990bd85d113420cdb0fcaad4ee5,True,font/image asset,file_type_and_path,"[""extension=.otf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/barlow/Barlow-BoldItalic.otf,Font/barlow/Barlow-BoldItalic.otf,bundle_002,233,.otf,74936,c0fea1307d48ad3dca027035fd2e8d061f444e3c8f05549e5a813081d7b4a79e,c0fea1307d48ad3dca027035fd2e8d061f444e3c8f05549e5a813081d7b4a79e,True,font/image asset,file_type_and_path,"[""extension=.otf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Font/barlow/Barlow-Medium.otf,Font/barlow/Barlow-Medium.otf,bundle_002,234,.otf,59304,f4c4903bdafcaa4fe5a26d048dac910f71981342cdbf62a969d7005d4205445e,f4c4903bdafcaa4fe5a26d048dac910f71981342cdbf62a969d7005d4205445e,True,font/image asset,file_type_and_path,"[""extension=.otf"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/prompt_error.svg,Image/Log/prompt_error.svg,bundle_002,224,.svg,405,d950e812a0e8bad65479160359e493f77870aae4688b0c8700b22007bf36d6ec,d950e812a0e8bad65479160359e493f77870aae4688b0c8700b22007bf36d6ec,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/prompt_warn.svg,Image/Log/prompt_warn.svg,bundle_002,225,.svg,405,3ba2cd559705a1c7657ee5bf9b0025d6d75f8b069aca40a154cbf9e811849c09,3ba2cd559705a1c7657ee5bf9b0025d6d75f8b069aca40a154cbf9e811849c09,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/com.rapoo.smartkey.icns,Image/Log/com.rapoo.smartkey.icns,bundle_002,226,.icns,1152608,380313c5ca9c027aedd071fc070fd57bb584191f4123cd676aad3a0ab28f13dd,380313c5ca9c027aedd071fc070fd57bb584191f4123cd676aad3a0ab28f13dd,True,font/image asset,file_type_and_path,"[""extension=.icns"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/prompt_normal.svg,Image/Log/prompt_normal.svg,bundle_002,227,.svg,399,4759be9ee3f259980ee5703c6270ad5a73fdf3fbfed52d4beb41caa729eb4bd5,4759be9ee3f259980ee5703c6270ad5a73fdf3fbfed52d4beb41caa729eb4bd5,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/com.rapoo.smartkey.ico,Image/Log/com.rapoo.smartkey.ico,bundle_002,228,.ico,32222,985a8305bf919891a174aed755c2e7836094c660b9092d7dc9eba4aee32c0521,985a8305bf919891a174aed755c2e7836094c660b9092d7dc9eba4aee32c0521,True,font/image asset,file_type_and_path,"[""extension=.ico"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Log/prompt_success.svg,Image/Log/prompt_success.svg,bundle_002,229,.svg,416,08f5e4389f2c38aff1bd19236fd571f2d1f93c5b3f753e60f3116d718a79ee20,08f5e4389f2c38aff1bd19236fd571f2d1f93c5b3f753e60f3116d718a79ee20,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/regenerate_normal.svg,Image/Icon/regenerate_normal.svg,bundle_002,176,.svg,605,f395d6606d99963f880094a7f34b5572219991dd497b3268d7f654b15fbb9e56,f395d6606d99963f880094a7f34b5572219991dd497b3268d7f654b15fbb9e56,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/history_unable.svg,Image/Icon/history_unable.svg,bundle_002,177,.svg,2380,db8ed8d3afda34745f201481f1d18e49b2097a4a6ac5939ee44dbe7ffe551a25,db8ed8d3afda34745f201481f1d18e49b2097a4a6ac5939ee44dbe7ffe551a25,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/search_normal.svg,Image/Icon/search_normal.svg,bundle_002,178,.svg,2924,06ba22b41f2dd2f4234fa8fe4180f0c9aca753d755062f6579f2a19478643cb3,06ba22b41f2dd2f4234fa8fe4180f0c9aca753d755062f6579f2a19478643cb3,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/pullUp.svg,Image/Icon/pullUp.svg,bundle_002,179,.svg,256,ab2695ba449289a4f0a3513c9c3a4a391142f457e2eb7a5d6032275642ec40c8,ab2695ba449289a4f0a3513c9c3a4a391142f457e2eb7a5d6032275642ec40c8,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/pullUp.png,Image/Icon/pullUp.png,bundle_002,180,.png,1405,326be8c4e446ddac384a0f16f58e75abe6cf76ad339158c0ac970189b7c9e4fe,326be8c4e446ddac384a0f16f58e75abe6cf76ad339158c0ac970189b7c9e4fe,True,font/image asset,file_type_and_path,"[""extension=.png"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/topScreen_normal.svg,Image/Icon/topScreen_normal.svg,bundle_002,181,.svg,1196,dc0a28af6459ee60c69220422d02c03db168c814879f2c66c8381a76870975c3,dc0a28af6459ee60c69220422d02c03db168c814879f2c66c8381a76870975c3,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/topScreen_checked_hover.svg,Image/Icon/topScreen_checked_hover.svg,bundle_002,182,.svg,1250,1095b5709188ad4ecf3e780e66faf740cea2699d8714f8e6d3a4437b740a602a,1095b5709188ad4ecf3e780e66faf740cea2699d8714f8e6d3a4437b740a602a,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/more_normal.svg,Image/Icon/more_normal.svg,bundle_002,183,.svg,330,516baf93e6d383e9efe77bc274fc570d8502457f1f4db872c149ceaefa825054,516baf93e6d383e9efe77bc274fc570d8502457f1f4db872c149ceaefa825054,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/DeepSeek.png,Image/Icon/DeepSeek.png,bundle_002,184,.png,5401,7e81e1fea9262b14718141ae773ccf24fb38ee2aba17b09bbc650aa5ecc36b3a,7e81e1fea9262b14718141ae773ccf24fb38ee2aba17b09bbc650aa5ecc36b3a,True,font/image asset,file_type_and_path,"[""extension=.png"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/topScreed_pressed.svg,Image/Icon/topScreed_pressed.svg,bundle_002,185,.svg,1242,9b81ce01215f5455457981267f03dfdddc20b1c18fe666f7a0ef6caed6060659,9b81ce01215f5455457981267f03dfdddc20b1c18fe666f7a0ef6caed6060659,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/search_pressed.svg,Image/Icon/search_pressed.svg,bundle_002,186,.svg,2893,5ac2b32a1f1658af27c1dcc4506f2cfc0c1e4c0e7e9029230126742e91b97044,5ac2b32a1f1658af27c1dcc4506f2cfc0c1e4c0e7e9029230126742e91b97044,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/rBtn_unchecked_dark.svg,Image/Icon/rBtn_unchecked_dark.svg,bundle_002,187,.svg,249,130d6a76b15ff7ae286ab74e1455aae36242450b8ebe385af1022d450e3e013b,130d6a76b15ff7ae286ab74e1455aae36242450b8ebe385af1022d450e3e013b,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/rBtn_noEnabled.svg,Image/Icon/rBtn_noEnabled.svg,bundle_002,188,.svg,226,27accf97eb59d52a43ca987451143157114510ba320fcdfe47750753a4b2c271,27accf97eb59d52a43ca987451143157114510ba320fcdfe47750753a4b2c271,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/rename_normal.svg,Image/Icon/rename_normal.svg,bundle_002,189,.svg,639,8b1d39e5f7951e44d4f6eb9f6feed0d33197b3b0a8caf2ce34cd3b832b69f528,8b1d39e5f7951e44d4f6eb9f6feed0d33197b3b0a8caf2ce34cd3b832b69f528,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/copy_hovered.svg,Image/Icon/copy_hovered.svg,bundle_002,190,.svg,737,f2a975e8a966996f1e92813ab6721372155354bdb43bbbccf7a883e1e05d8ff5,f2a975e8a966996f1e92813ab6721372155354bdb43bbbccf7a883e1e05d8ff5,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/reason_pressed.svg,Image/Icon/reason_pressed.svg,bundle_002,191,.svg,1243,e17d93005e86279c77fd3966fc5623e2c4deab7e2fdcbf40874f206fd8f54370,e17d93005e86279c77fd3966fc5623e2c4deab7e2fdcbf40874f206fd8f54370,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/copy_pressed.svg,Image/Icon/copy_pressed.svg,bundle_002,192,.svg,706,92cfc2f6ad14af6ee36dfa6ff1ef634beb9a04266026dfdfd2c3aa3a027e25a9,92cfc2f6ad14af6ee36dfa6ff1ef634beb9a04266026dfdfd2c3aa3a027e25a9,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/topScreen_checked.svg,Image/Icon/topScreen_checked.svg,bundle_002,193,.svg,1250,47656391d04d3c64517894d10a7904b60f5066a4c631b9d6a1de5960d8a87cac,47656391d04d3c64517894d10a7904b60f5066a4c631b9d6a1de5960d8a87cac,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/chatHistory.svg,Image/Icon/chatHistory.svg,bundle_002,194,.svg,1571,fc491168a896fa920276bebf526cea35ec9139035fcf44a95f6f41e58bc566c2,fc491168a896fa920276bebf526cea35ec9139035fcf44a95f6f41e58bc566c2,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/delete_normal.svg,Image/Icon/delete_normal.svg,bundle_002,195,.svg,474,dbee9c6cc8c29d14fecb40ec1e9752f2943acf4e9fbdb3ece71a88c0f4bf9e55,dbee9c6cc8c29d14fecb40ec1e9752f2943acf4e9fbdb3ece71a88c0f4bf9e55,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/empty.svg,Image/Icon/empty.svg,bundle_002,196,.svg,3094,2513d9626076ae018b30ac4b08ec5525fb028bd2a6d2299fc2ca9367cd9111eb,2513d9626076ae018b30ac4b08ec5525fb028bd2a6d2299fc2ca9367cd9111eb,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
:/Image/Icon/topScreen_hover.svg,Image/Icon/topScreen_hover.svg,bundle_002,197,.svg,1272,38c23447cd909a507e5239fbd5af42560d749e02c836228b83324023525c6f01,38c23447cd909a507e5239fbd5af42560d749e02c836228b83324023525c6f01,True,font/image asset,file_type_and_path,"[""extension=.svg"", ""non-QML payload under recovered Font/Image asset bundle""]",rcc_valid_no_v2_match
